央视频道,#genre#
内蒙古卫视,http://171.212.150.200:19999/udp/239.93.1.208:5140,0.123
内蒙古卫视,http://171.212.150.200:19999/udp/239.93.0.8:5140,0.098
凤凰卫视,http://117.29.232.157:9999/rtp/239.61.2.184:9092,0.8907
北京卫视,http://222.128.179.212:4022/rtp/239.3.1.241:8000,0.9273
北京卫视,http://171.212.150.200:19999/udp/239.93.0.180:5140,0.923
北京卫视,http://117.85.152.52:9999/rtp/239.49.8.141:6000,0.9142
北京卫视,http://60.220.167.249:8083/rtp/226.0.2.177:9328,0.8911
北京卫视,http://171.121.82.184:8082/rtp/226.0.2.177:9328,0.8704
北京卫视,http://111.201.161.228:10000/rtp/239.3.1.241:8000,0.7615
北京卫视,http://117.29.232.157:9999/rtp/239.61.2.32:8186,0.4492
北京卫视,http://60.220.167.143:8083/rtp/226.0.2.177:9328,0.4257
北京卫视,http://27.10.211.38:8001/udp/225.0.4.78:7980,0.3813
北京卫视,http://60.220.167.249:8083/rtp/226.0.2.39:8224,0.349
北京卫视,http://60.220.167.202:8084/rtp/226.0.2.39:8224,0.3468
北京卫视,http://171.121.82.184:8082/rtp/226.0.2.39:8224,0.3443
北京卫视,http://60.220.167.143:8083/rtp/226.0.2.39:8224,0.3279
北京卫视,http://27.11.252.156:8008/udp/225.0.4.78:7980,0.3191
北京卫视,http://60.220.167.202:8084/rtp/226.0.2.177:9328,0.2749
北京卫视,http://111.196.150.10:20002/rtp/239.3.1.241:8000,0.238
北京卫视,http://183.185.167.239:8083/rtp/226.0.2.177:9328,0.1542
北京卫视,http://171.212.150.200:19999/udp/239.93.1.66:5140,0.0575
南方卫视,http://111.201.161.228:10000/rtp/239.3.1.161:8001,0.3513
南方卫视,http://114.254.38.149:4021/rtp/239.3.1.161:8001,0.3486
厦门卫视,http://36.6.150.75:8888/rtp/238.1.78.246:7840,0.3245
厦门卫视,http://111.201.161.228:10000/rtp/239.3.1.143:4120,0.3162
厦门卫视,http://117.29.232.157:9999/rtp/239.61.2.11:8060,0.3056
吉林卫视,http://36.6.150.75:8888/rtp/238.1.79.48:4496,0.9315
吉林卫视,http://171.121.82.184:8082/rtp/226.0.2.58:8376,0.9283
吉林卫视,http://117.29.232.157:9999/rtp/239.61.2.223:9326,0.8841
吉林卫视,http://60.220.167.143:8083/rtp/226.0.2.58:8376,0.8832
吉林卫视,http://60.220.167.249:8083/rtp/226.0.2.58:8376,0.8521
吉林卫视,http://171.212.150.200:19999/udp/239.93.0.248:5140,0.4433
吉林卫视,http://111.201.161.228:10000/rtp/239.3.1.240:8172,0.3906
吉林卫视,http://60.220.167.202:8084/rtp/226.0.2.58:8376,0.3791
吉林卫视,http://60.220.167.143:8083/rtp/226.0.2.199:9504,0.3494
吉林卫视,http://60.220.167.249:8083/rtp/226.0.2.199:9504,0.332
吉林卫视,http://171.121.82.184:8082/rtp/226.0.2.199:9504,0.3245
吉林卫视,http://60.220.167.202:8084/rtp/226.0.2.199:9504,0.2245
吉林卫视,http://183.185.167.239:8083/rtp/226.0.2.199:9504,0.1956
吉林卫视,http://171.212.150.200:19999/udp/239.93.1.204:5140,0.0921
四川卫视,http://171.212.150.200:19999/udp/239.93.1.188:5140,2.181
四川卫视,http://171.212.150.200:19999/udp/239.93.0.169:5140,0.9181
四川卫视,http://171.212.150.200:19999/udp/239.93.0.20:1235,0.8832
四川卫视,http://60.220.167.143:8083/rtp/226.0.2.179:9344,0.7893
四川卫视,http://60.220.167.249:8083/rtp/226.0.2.179:9344,0.7793
四川卫视,http://27.11.252.156:8008/udp/225.0.4.204:7980,0.6151
四川卫视,http://60.220.167.202:8084/rtp/226.0.2.179:9344,0.3703
四川卫视,http://60.220.167.143:8083/rtp/226.0.2.42:8248,0.3478
四川卫视,http://60.220.167.202:8084/rtp/226.0.2.42:8248,0.3424
四川卫视,http://171.121.82.184:8082/rtp/226.0.2.42:8248,0.3376
四川卫视,http://111.201.161.228:10000/rtp/239.3.1.29:8288,0.325
四川卫视,http://60.220.167.249:8083/rtp/226.0.2.42:8248,0.3225
四川卫视,http://183.185.167.239:8083/rtp/226.0.2.179:9344,0.1652
四川卫视,http://183.185.167.239:8083/rtp/226.0.2.42:8248,0.1207
四川卫视,http://171.212.150.200:19999/udp/239.93.0.128:5140,0.1172
天津卫视,http://36.6.150.75:8888/rtp/238.1.78.20:6088,0.9804
天津卫视,http://222.128.179.212:4022/rtp/239.3.1.141:1234,0.9414
天津卫视,http://171.212.150.200:19999/udp/239.93.0.167:5140,0.9349
天津卫视,http://60.220.167.249:8083/rtp/226.0.2.148:9096,0.9316
天津卫视,http://111.201.161.228:10000/rtp/239.3.1.141:1234,0.9288
天津卫视,http://60.220.167.143:8083/rtp/226.0.2.148:9096,0.4877
天津卫视,http://60.220.167.202:8084/rtp/226.0.2.148:9096,0.4199
天津卫视,http://171.121.82.184:8082/rtp/226.0.2.56:8360,0.3535
天津卫视,http://60.220.167.202:8084/rtp/226.0.2.56:8360,0.33
天津卫视,http://60.220.167.249:8083/rtp/226.0.2.56:8360,0.284
天津卫视,http://183.185.167.239:8083/rtp/226.0.2.148:9096,0.2104
天津卫视,http://183.185.167.239:8083/rtp/226.0.2.56:8360,0.1498
宁夏卫视,http://171.121.82.184:8082/rtp/226.0.2.64:8424,0.3509
宁夏卫视,http://60.220.167.143:8083/rtp/226.0.2.64:8424,0.3485
宁夏卫视,http://60.220.167.249:8083/rtp/226.0.2.64:8424,0.3437
宁夏卫视,http://36.6.150.75:8888/rtp/238.1.78.109:6744,0.3225
宁夏卫视,http://111.196.150.10:20002/rtp/239.3.1.46:8124,0.3216
宁夏卫视,http://111.201.161.228:10000/rtp/239.3.1.46:8124,0.3208
宁夏卫视,http://171.212.150.200:19999/udp/239.93.0.247:5140,0.316
宁夏卫视,http://222.128.179.212:4022/rtp/239.3.1.46:8124,0.3144
宁夏卫视,http://117.29.232.157:9999/rtp/239.61.2.56:8330,0.3114
宁夏卫视,http://60.220.167.202:8084/rtp/226.0.2.64:8424,0.2627
宁夏卫视,http://117.85.152.52:9999/rtp/239.49.1.237:6000,0.257
宁夏卫视,http://171.212.150.200:19999/udp/239.93.1.212:5140,0.096
安徽卫视,http://36.6.150.75:8888/rtp/238.1.79.27:4328,1.4483
安徽卫视,http://111.196.150.10:20002/rtp/239.3.1.211:8064,0.9465
安徽卫视,http://171.212.150.200:19999/udp/239.93.1.106:5140,0.9384
安徽卫视,http://60.220.167.249:8083/rtp/226.0.2.145:9072,0.9152
安徽卫视,http://60.220.167.143:8083/rtp/226.0.2.145:9072,0.8041
安徽卫视,http://111.201.161.228:10000/rtp/239.3.1.211:8064,0.5513
安徽卫视,http://27.11.252.156:8008/udp/225.0.4.133:7980,0.4316
安徽卫视,http://60.220.167.143:8083/rtp/226.0.2.37:8208,0.3531
安徽卫视,http://60.220.167.202:8084/rtp/226.0.2.37:8208,0.3525
安徽卫视,http://60.220.167.249:8083/rtp/226.0.2.37:8208,0.3461
安徽卫视,http://171.121.82.184:8082/rtp/226.0.2.37:8208,0.3377
安徽卫视,http://60.220.167.202:8084/rtp/226.0.2.145:9072,0.1946
安徽卫视,http://27.10.211.38:8001/udp/225.0.4.133:7980,0.1815
安徽卫视,http://183.185.167.239:8083/rtp/226.0.2.37:8208,0.1323
安徽卫视,http://171.212.150.200:19999/udp/239.93.1.166:5140,0.0785
山东卫视,http://111.196.150.10:20002/rtp/239.3.1.209:8052,1.8452
山东卫视,http://111.201.161.228:10000/rtp/239.3.1.209:8052,0.9532
山东卫视,http://222.128.179.212:4022/rtp/239.3.1.209:8052,0.936
山东卫视,http://171.212.150.200:19999/udp/239.93.0.168:5140,0.9327
山东卫视,http://117.85.152.52:9999/rtp/239.49.8.146:6000,0.9149
山东卫视,http://60.220.167.249:8083/rtp/226.0.2.149:9104,0.7675
山东卫视,http://60.220.167.143:8083/rtp/226.0.2.149:9104,0.5378
山东卫视,http://27.11.252.156:8008/udp/225.0.4.199:7980,0.4264
山东卫视,http://171.121.82.184:8082/rtp/226.0.2.51:8320,0.3313
山东卫视,http://117.29.232.157:9999/rtp/239.61.2.119:8708,0.3298
山东卫视,http://60.220.167.202:8084/rtp/226.0.2.149:9104,0.2742
山东卫视,http://27.10.211.38:8001/udp/225.0.4.199:7980,0.2362
山东卫视,http://60.220.167.202:8084/rtp/226.0.2.51:8320,0.228
山东卫视,http://183.185.167.239:8083/rtp/226.0.2.51:8320,0.1637
山东卫视,http://171.212.150.200:19999/udp/239.93.0.229:5140,0.1474
山西卫视,http://60.220.167.249:8083/rtp/226.0.2.152:9128,0.9201
山西卫视,http://171.121.82.184:8082/rtp/226.0.2.152:9128,0.7729
山西卫视,http://60.220.167.202:8084/rtp/226.0.2.152:9128,0.3681
山西卫视,http://60.220.167.249:8083/rtp/226.0.2.11:8000,0.3502
山西卫视,http://171.121.82.184:8082/rtp/226.0.2.11:8000,0.3474
山西卫视,http://60.220.167.202:8084/rtp/226.0.2.11:8000,0.3347
山西卫视,http://36.6.150.75:8888/rtp/238.1.78.95:6632,0.3239
山西卫视,http://111.201.161.228:10000/rtp/239.3.1.42:8172,0.3209
山西卫视,http://171.212.150.200:19999/udp/239.93.0.6:5140,0.3127
山西卫视,http://117.29.232.157:9999/rtp/239.61.2.224:9332,0.3095
山西卫视,http://222.128.179.212:4022/rtp/239.3.1.42:8172,0.2907
山西卫视,http://60.220.167.143:8083/rtp/226.0.2.152:9128,0.2903
山西卫视,http://171.212.150.200:19999/udp/239.93.1.207:5140,0.0985
山西卫视,http://183.185.167.239:8083/rtp/226.0.2.152:9128,0.0806
山西卫视,http://183.185.167.239:8083/rtp/226.0.2.11:8000,0.0708
广东卫视,http://171.212.150.200:19999/udp/239.93.0.181:5140,0.9311
广东卫视,http://60.220.167.249:8083/rtp/226.0.2.146:9080,0.9187
广东卫视,http://117.29.232.157:9999/rtp/239.61.2.33:8192,0.6098
广东卫视,http://60.220.167.143:8083/rtp/226.0.2.146:9080,0.4028
广东卫视,http://60.220.167.249:8083/rtp/226.0.2.45:8272,0.3502
广东卫视,http://60.220.167.202:8084/rtp/226.0.2.146:9080,0.3407
广东卫视,http://60.220.167.143:8083/rtp/226.0.2.45:8272,0.3291
广东卫视,http://171.121.82.184:8082/rtp/226.0.2.45:8272,0.3234
广东卫视,http://60.220.167.202:8084/rtp/226.0.2.45:8272,0.3199
广东卫视,http://27.10.211.38:8001/udp/225.0.4.84:7980,0.2736
广东卫视,http://27.11.252.156:8008/udp/225.0.4.84:7980,0.2048
广东卫视,http://171.212.150.200:19999/udp/239.93.0.201:5140,0.1419
广东卫视,http://183.185.167.239:8083/rtp/226.0.2.45:8272,0.1384
广西卫视,http://60.220.167.249:8083/rtp/226.0.2.231:9760,0.9366
广西卫视,http://171.121.82.184:8082/rtp/226.0.2.231:9760,0.9351
广西卫视,http://60.220.167.143:8083/rtp/226.0.2.231:9760,0.9124
广西卫视,http://117.29.232.157:9999/rtp/239.61.2.48:8282,0.7414
广西卫视,http://183.185.167.239:8083/rtp/226.0.2.231:9760,0.3681
广西卫视,http://60.220.167.202:8084/rtp/226.0.2.231:9760,0.355
广西卫视,http://60.220.167.249:8083/rtp/226.0.2.46:8280,0.3531
广西卫视,http://171.121.82.184:8082/rtp/226.0.2.46:8280,0.3497
广西卫视,http://60.220.167.143:8083/rtp/226.0.2.46:8280,0.3347
广西卫视,http://111.201.161.228:10000/rtp/239.3.1.39:8300,0.2914
广西卫视,http://60.220.167.202:8084/rtp/226.0.2.46:8280,0.2784
广西卫视,http://171.212.150.200:19999/udp/239.93.1.203:5140,0.0709
广西卫视,http://171.212.150.200:19999/udp/239.93.42.46:5140,0.0646
康巴卫视,http://171.212.150.200:19999/udp/239.93.0.41:5140,0.8585
康巴卫视,http://171.212.150.200:19999/udp/239.93.1.149:5140,0.1155
新疆卫视,http://60.220.167.249:8083/rtp/226.0.2.67:8448,0.325
新疆卫视,http://36.6.150.75:8888/rtp/238.1.78.110:6752,0.3239
新疆卫视,http://111.201.161.228:10000/rtp/239.3.1.48:8160,0.3203
新疆卫视,http://222.128.179.212:4022/rtp/239.3.1.48:8160,0.3124
新疆卫视,http://171.212.150.200:19999/udp/239.93.0.194:5140,0.3081
新疆卫视,http://60.220.167.143:8083/rtp/226.0.2.67:8448,0.3046
新疆卫视,http://117.29.232.157:9999/rtp/239.61.2.227:9350,0.2868
新疆卫视,http://183.185.167.239:8083/rtp/226.0.2.67:8448,0.1931
新疆卫视,http://60.220.167.202:8084/rtp/226.0.2.67:8448,0.1875
旅游卫视,http://171.212.150.200:19999/udp/239.93.1.216:5140,0.072
江苏卫视,http://111.196.150.10:20002/rtp/239.3.1.135:8028,1.9092
江苏卫视,http://222.128.179.212:4022/rtp/239.3.1.135:8028,0.9451
江苏卫视,http://111.201.161.228:10000/rtp/239.3.1.135:8028,0.9422
江苏卫视,http://171.212.150.200:19999/udp/239.93.0.89:5140,0.9351
江苏卫视,http://171.121.82.184:8082/rtp/226.0.2.176:9320,0.9287
江苏卫视,http://60.220.167.249:8083/rtp/226.0.2.176:9320,0.8556
江苏卫视,http://117.29.232.157:9999/rtp/239.61.2.30:8174,0.5382
江苏卫视,http://27.11.252.156:8008/udp/225.0.4.79:7980,0.4695
江苏卫视,http://60.220.167.202:8084/rtp/226.0.2.38:8216,0.3489
江苏卫视,http://60.220.167.143:8083/rtp/226.0.2.38:8216,0.3441
江苏卫视,http://171.121.82.184:8082/rtp/226.0.2.38:8216,0.3349
江苏卫视,http://60.220.167.202:8084/rtp/226.0.2.176:9320,0.3078
江苏卫视,http://27.10.211.38:8001/udp/225.0.4.79:7980,0.2795
江苏卫视,http://60.220.167.249:8083/rtp/226.0.2.38:8216,0.2257
江苏卫视,http://183.185.167.239:8083/rtp/226.0.2.38:8216,0.1374
江苏卫视,http://171.212.150.200:19999/udp/239.93.1.45:5140,0.1112
江苏卫视,http://183.185.167.239:8083/rtp/226.0.2.176:9320,0.0581
江西卫视,http://111.201.161.228:10000/rtp/239.3.1.123:8164,0.948
江西卫视,http://114.254.38.149:4021/rtp/239.3.1.123:8164,0.9428
江西卫视,http://171.212.150.200:19999/udp/239.93.0.134:5140,0.9301
江西卫视,http://36.6.150.75:8888/rtp/238.1.78.26:6136,0.9258
江西卫视,http://60.220.167.143:8083/rtp/226.0.2.54:8344,0.916
江西卫视,http://117.85.152.52:9999/rtp/239.49.8.185:6000,0.9158
江西卫视,http://117.29.232.157:9999/rtp/239.61.2.182:9080,0.7166
江西卫视,http://60.220.167.202:8084/rtp/226.0.2.198:9496,0.3517
江西卫视,http://60.220.167.202:8084/rtp/226.0.2.54:8344,0.3412
江西卫视,http://60.220.167.249:8083/rtp/226.0.2.198:9496,0.3222
江西卫视,http://183.185.167.239:8083/rtp/226.0.2.198:9496,0.1164
江西卫视,http://183.185.167.239:8083/rtp/226.0.2.54:8344,0.1054
江西卫视,http://171.212.150.200:19999/udp/239.93.1.19:5140,0.0918
江西卫视,http://60.220.167.249:8083/rtp/226.0.2.54:8344,0.0836
河北卫视,http://171.212.150.200:19999/udp/239.93.0.132:5140,0.9391
河北卫视,http://171.121.82.184:8082/rtp/226.0.2.178:9336,0.929
河北卫视,http://117.85.152.52:9999/rtp/239.49.8.188:6000,0.9005
河北卫视,http://111.201.161.228:10000/rtp/239.3.1.148:8072,0.6807
河北卫视,http://117.29.232.157:9999/rtp/239.61.2.57:8336,0.5953
河北卫视,http://60.220.167.143:8083/rtp/226.0.2.178:9336,0.495
河北卫视,http://60.220.167.249:8083/rtp/226.0.2.178:9336,0.4316
河北卫视,http://60.220.167.143:8083/rtp/226.0.2.65:8432,0.3534
河北卫视,http://171.121.82.184:8082/rtp/226.0.2.65:8432,0.3379
河北卫视,http://27.10.211.38:8001/udp/225.0.4.174:7980,0.2918
河北卫视,http://27.11.252.156:8008/udp/225.0.4.174:7980,0.26
河北卫视,http://183.185.167.239:8083/rtp/226.0.2.65:8432,0.077
河南卫视,http://36.6.150.75:8888/rtp/238.1.79.65:4632,0.9468
河南卫视,http://171.121.82.184:8082/rtp/226.0.2.52:8328,0.9131
河南卫视,http://60.220.167.143:8083/rtp/226.0.2.52:8328,0.8679
河南卫视,http://171.212.150.200:19999/udp/239.93.42.45:5140,0.7505
河南卫视,http://117.29.232.157:9999/rtp/239.61.2.59:8348,0.7337
河南卫视,http://60.220.167.143:8083/rtp/226.0.2.195:9472,0.3525
河南卫视,http://171.121.82.184:8082/rtp/226.0.2.195:9472,0.3494
河南卫视,http://60.220.167.202:8084/rtp/226.0.2.195:9472,0.3386
河南卫视,http://114.254.38.149:4021/rtp/239.3.1.27:8128,0.3067
河南卫视,http://222.128.179.212:4022/rtp/239.3.1.27:8128,0.2994
河南卫视,http://60.220.167.249:8083/rtp/226.0.2.195:9472,0.2864
河南卫视,http://183.185.167.239:8083/rtp/226.0.2.52:8328,0.0981
河南卫视,http://183.185.167.239:8083/rtp/226.0.2.195:9472,0.0888
河南卫视,http://171.212.150.200:19999/udp/239.93.1.169:5140,0.0725
浙江卫视,http://60.220.167.249:8083/rtp/226.0.2.144:9064,0.9427
浙江卫视,http://171.212.150.200:19999/udp/239.93.0.124:5140,0.9348
浙江卫视,http://36.6.150.75:8888/rtp/238.1.78.164:7184,0.9154
浙江卫视,http://60.220.167.143:8083/rtp/226.0.2.144:9064,0.7446
浙江卫视,http://117.29.232.157:9999/rtp/239.61.2.29:8168,0.6349
浙江卫视,http://60.220.167.202:8084/rtp/226.0.2.36:8200,0.3521
浙江卫视,http://60.220.167.249:8083/rtp/226.0.2.36:8200,0.3496
浙江卫视,http://171.121.82.184:8082/rtp/226.0.2.36:8200,0.3173
浙江卫视,http://27.11.252.156:8008/udp/225.0.4.81:7980,0.2984
浙江卫视,http://27.10.211.38:8001/udp/225.0.4.81:7980,0.2901
浙江卫视,http://171.212.150.200:19999/udp/239.93.1.6:5140,0.1303
浙江卫视,http://183.185.167.239:8083/rtp/226.0.2.144:9064,0.1268
海南卫视,http://171.121.82.184:8082/rtp/226.0.2.212:9608,0.8505
海南卫视,http://60.220.167.249:8083/rtp/226.0.2.212:9608,0.7912
海南卫视,http://60.220.167.143:8083/rtp/226.0.2.212:9608,0.5782
海南卫视,http://60.220.167.202:8084/rtp/226.0.2.212:9608,0.5227
海南卫视,http://111.201.161.228:10000/rtp/239.3.1.45:8304,0.3177
海南卫视,http://60.220.167.249:8083/rtp/226.0.2.61:8400,0.2925
海南卫视,http://60.220.167.143:8083/rtp/226.0.2.61:8400,0.2873
海南卫视,http://171.121.82.184:8082/rtp/226.0.2.61:8400,0.2681
海南卫视,http://183.185.167.239:8083/rtp/226.0.2.61:8400,0.0745
海峡卫视,http://117.29.232.157:9999/rtp/239.61.2.151:8894,0.6834
深圳卫视,http://111.196.150.10:20002/rtp/239.3.1.134:8020,0.9446
深圳卫视,http://60.220.167.249:8083/rtp/226.0.2.147:9088,0.8989
深圳卫视,http://117.29.232.157:9999/rtp/239.61.3.46:9794,0.7355
深圳卫视,http://111.201.161.228:10000/rtp/239.3.1.134:8020,0.7321
深圳卫视,http://60.220.167.143:8083/rtp/226.0.2.147:9088,0.5499
深圳卫视,http://60.220.167.202:8084/rtp/226.0.2.147:9088,0.4406
深圳卫视,http://60.220.167.143:8083/rtp/226.0.2.47:8288,0.329
深圳卫视,http://171.121.82.184:8082/rtp/226.0.2.47:8288,0.3246
深圳卫视,http://60.220.167.249:8083/rtp/226.0.2.47:8288,0.2566
深圳卫视,http://171.212.150.200:19999/udp/239.93.0.182:5140,0.211
深圳卫视,http://171.212.150.200:19999/udp/239.93.1.21:5140,0.1553
深圳卫视,http://183.185.167.239:8083/rtp/226.0.2.147:9088,0.0737
湖北卫视,http://60.220.167.249:8083/rtp/226.0.2.150:9112,0.9465
湖北卫视,http://171.212.150.200:19999/udp/239.93.0.250:5140,0.9286
湖北卫视,http://36.6.150.75:8888/rtp/238.1.78.168:7216,0.9263
湖北卫视,http://117.29.232.157:9999/rtp/239.61.2.120:8714,0.6067
湖北卫视,http://60.220.167.143:8083/rtp/226.0.2.150:9112,0.4367
湖北卫视,http://60.220.167.143:8083/rtp/226.0.2.49:8304,0.3466
湖北卫视,http://60.220.167.202:8084/rtp/226.0.2.49:8304,0.3426
湖北卫视,http://171.212.150.200:19999/udp/239.93.0.115:5140,0.1691
湖北卫视,http://60.220.167.202:8084/rtp/226.0.2.150:9112,0.1589
湖北卫视,http://183.185.167.239:8083/rtp/226.0.2.49:8304,0.0897
湖南卫视,http://36.46.99.53:8020/rtp/239.112.205.62:5140,0.9957
湖南卫视,http://36.6.150.75:8888/rtp/238.1.78.160:7152,0.9353
湖南卫视,http://171.212.150.200:19999/udp/239.93.0.88:5140,0.9309
湖南卫视,http://60.220.167.249:8083/rtp/226.0.2.143:9056,0.9029
湖南卫视,http://222.128.179.212:4022/rtp/239.3.1.132:8012,0.8953
湖南卫视,http://60.220.167.143:8083/rtp/226.0.2.143:9056,0.8403
湖南卫视,http://171.121.82.184:8082/rtp/226.0.2.143:9056,0.8372
湖南卫视,http://117.29.232.157:9999/rtp/239.61.2.31:8180,0.6759
湖南卫视,http://27.10.211.38:8001/udp/225.0.4.75:7980,0.614
湖南卫视,http://27.11.252.156:8008/udp/225.0.4.75:7980,0.4426
湖南卫视,http://171.121.82.184:8082/rtp/226.0.2.33:8176,0.353
湖南卫视,http://60.220.167.249:8083/rtp/226.0.2.33:8176,0.3466
湖南卫视,http://60.220.167.143:8083/rtp/226.0.2.33:8176,0.3442
湖南卫视,http://60.220.167.202:8084/rtp/226.0.2.143:9056,0.3144
湖南卫视,http://60.220.167.202:8084/rtp/226.0.2.33:8176,0.2516
湖南卫视,http://171.212.150.200:19999/udp/239.93.1.46:5140,0.1389
湖南卫视,http://183.185.167.239:8083/rtp/226.0.2.143:9056,0.0988
湖南卫视,http://183.185.167.239:8083/rtp/226.0.2.33:8176,0.0878
热门卫视,http://171.212.150.200:19999/udp/239.93.1.49:5140,0.0835
热门卫视,http://171.212.150.200:19999/udp/239.93.1.34:5140,0.0789
甘肃卫视,http://171.212.150.200:19999/udp/239.93.0.81:5140,0.9085
甘肃卫视,http://117.29.232.157:9999/rtp/239.61.2.225:9338,0.902
甘肃卫视,http://60.220.167.143:8083/rtp/226.0.2.55:8352,0.3456
甘肃卫视,http://60.220.167.202:8084/rtp/226.0.2.55:8352,0.2863
甘肃卫视,http://60.220.167.249:8083/rtp/226.0.2.55:8352,0.2724
甘肃卫视,http://111.201.161.228:10000/rtp/239.3.1.49:8188,0.2537
甘肃卫视,http://183.185.167.239:8083/rtp/226.0.2.55:8352,0.1355
甘肃卫视,http://171.212.150.200:19999/udp/239.93.1.215:5140,0.077
西藏卫视,http://171.121.82.184:8082/rtp/226.0.2.66:8440,0.3524
西藏卫视,http://60.220.167.143:8083/rtp/226.0.2.66:8440,0.348
西藏卫视,http://117.85.152.52:9999/rtp/239.49.1.139:6000,0.3265
西藏卫视,http://36.6.150.75:8888/rtp/238.1.78.101:6680,0.3237
西藏卫视,http://171.212.150.200:19999/udp/239.93.0.175:5140,0.3157
西藏卫视,http://60.220.167.202:8084/rtp/226.0.2.66:8440,0.3139
西藏卫视,http://60.220.167.249:8083/rtp/226.0.2.66:8440,0.3131
西藏卫视,http://117.29.232.157:9999/rtp/239.61.2.229:9362,0.3073
西藏卫视,http://171.212.150.200:19999/udp/239.93.1.213:5140,0.139
西藏卫视,http://183.185.167.239:8083/rtp/226.0.2.66:8440,0.08
贵州卫视,http://111.201.161.228:10000/rtp/239.3.1.149:8076,0.9471
贵州卫视,http://36.6.150.75:8888/rtp/238.1.78.244:7824,0.9352
贵州卫视,http://171.212.150.200:19999/udp/239.93.0.131:5140,0.9333
贵州卫视,http://60.220.167.249:8083/rtp/226.0.2.180:9352,0.8543
贵州卫视,http://117.29.232.157:9999/rtp/239.61.2.159:8942,0.8052
贵州卫视,http://60.220.167.143:8083/rtp/226.0.2.180:9352,0.4493
贵州卫视,http://60.220.167.202:8084/rtp/226.0.2.180:9352,0.3653
贵州卫视,http://60.220.167.249:8083/rtp/226.0.2.43:8256,0.3458
贵州卫视,http://60.220.167.202:8084/rtp/226.0.2.43:8256,0.3433
贵州卫视,http://171.121.82.184:8082/rtp/226.0.2.43:8256,0.3235
贵州卫视,http://60.220.167.143:8083/rtp/226.0.2.43:8256,0.2799
贵州卫视,http://183.185.167.239:8083/rtp/226.0.2.180:9352,0.0958
贵州卫视,http://171.212.150.200:19999/udp/239.93.1.200:5140,0.0664
辽宁卫视,http://171.212.150.200:19999/udp/239.93.1.108:5140,0.9437
辽宁卫视,http://111.201.161.228:10000/rtp/239.3.1.210:8056,0.9409
辽宁卫视,http://36.6.150.75:8888/rtp/238.1.78.21:6096,0.9298
辽宁卫视,http://60.220.167.249:8083/rtp/226.0.2.173:9296,0.9208
辽宁卫视,http://117.29.232.157:9999/rtp/239.61.2.181:9074,0.6855
辽宁卫视,http://60.220.167.202:8084/rtp/226.0.2.173:9296,0.6413
辽宁卫视,http://27.11.252.156:8008/udp/225.0.4.98:7980,0.5694
辽宁卫视,http://171.121.82.184:8082/rtp/226.0.2.173:9296,0.4472
辽宁卫视,http://60.220.167.249:8083/rtp/226.0.2.35:8192,0.3507
辽宁卫视,http://171.121.82.184:8082/rtp/226.0.2.35:8192,0.3487
辽宁卫视,http://60.220.167.143:8083/rtp/226.0.2.35:8192,0.3467
辽宁卫视,http://60.220.167.202:8084/rtp/226.0.2.35:8192,0.3336
辽宁卫视,http://27.10.211.38:8001/udp/225.0.4.98:7980,0.2816
辽宁卫视,http://60.220.167.143:8083/rtp/226.0.2.173:9296,0.2198
辽宁卫视,http://183.185.167.239:8083/rtp/226.0.2.35:8192,0.1536
辽宁卫视,http://183.185.167.239:8083/rtp/226.0.2.173:9296,0.1083
辽宁卫视,http://171.212.150.200:19999/udp/239.93.1.167:5140,0.0838
重庆卫视,http://27.10.211.38:8001/udp/225.0.4.187:7980,1.3823
重庆卫视,http://27.11.252.156:8008/udp/225.0.4.187:7980,0.9965
重庆卫视,http://117.85.152.52:9999/rtp/239.49.8.149:6000,0.9806
重庆卫视,http://222.128.179.212:4022/rtp/239.3.1.122:8160,0.9371
重庆卫视,http://60.220.167.249:8083/rtp/226.0.2.174:9304,0.9144
重庆卫视,http://36.6.150.75:8888/rtp/238.1.78.31:6176,0.9091
重庆卫视,http://60.220.167.143:8083/rtp/226.0.2.174:9304,0.7185
重庆卫视,http://171.121.82.184:8082/rtp/226.0.2.174:9304,0.604
重庆卫视,http://60.220.167.202:8084/rtp/226.0.2.50:8312,0.3511
重庆卫视,http://60.220.167.202:8084/rtp/226.0.2.174:9304,0.3253
重庆卫视,http://117.29.232.157:9999/rtp/239.61.2.250:9488,0.3094
重庆卫视,http://60.220.167.249:8083/rtp/226.0.2.50:8312,0.1769
重庆卫视,http://171.212.150.200:19999/udp/239.93.0.119:5140,0.1359
重庆卫视,http://183.185.167.239:8083/rtp/226.0.2.50:8312,0.073
重庆卫视,http://183.185.167.239:8083/rtp/226.0.2.174:9304,0.0722
陕西卫视,http://60.220.167.249:8083/rtp/226.0.2.53:8336,0.3486
陕西卫视,http://60.220.167.143:8083/rtp/226.0.2.53:8336,0.3469
陕西卫视,http://60.220.167.202:8084/rtp/226.0.2.53:8336,0.3276
陕西卫视,http://36.6.150.75:8888/rtp/238.1.78.88:6576,0.3233
陕西卫视,http://111.201.161.228:10000/rtp/239.3.1.41:8140,0.3194
陕西卫视,http://171.212.150.200:19999/udp/239.93.0.176:5140,0.3129
陕西卫视,http://117.29.232.157:9999/rtp/239.61.2.38:8222,0.3025
陕西卫视,http://171.212.150.200:19999/udp/239.93.1.205:5140,0.1194
陕西卫视,http://183.185.167.239:8083/rtp/226.0.2.53:8336,0.0894
